brand_name,model_name,variant_name,variant_slug,variant_url,price,fuel_type,transmission,engine,mileage,power,torque,seating_capacity,airbags,body_type,data_source,source_url,scraped_at
BMW,3 Series,50 Jahre Edition,50-jahre-edition,https://www.carwale.com/bmw-cars/3-series/50-jahre-edition/,Rs. 60.55 Lakh,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,255 bhp,400 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/3-series/50-jahre-edition/,2026-06-16 14:48:59
BMW,3 Series,330Li M Sport,330li-m-sport,https://www.carwale.com/bmw-cars/3-series/330li-m-sport/,Rs. 62.00 Lakh,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",11.5 kmpl,255 bhp,400 Nm,5,6,Coupe,carwale,https://www.carwale.com/bmw-cars/3-series/330li-m-sport/,2026-06-16 14:49:01
BMW,3 Series,320Ld M Sport,320ld-m-sport,https://www.carwale.com/bmw-cars/3-series/320ld-m-sport/,Rs. 63.50 Lakh,Diesel,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,188 bhp,400 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/3-series/320ld-m-sport/,2026-06-16 14:49:05
BMW,M340I,50 Jahre Edition,50-jahre-edition,https://www.carwale.com/bmw-cars/m340i/50-jahre-edition/,Rs. 1.02 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,369 bhp,500 Nm,5,6,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/m340i/50-jahre-edition/,2026-06-16 14:49:11
BMW,M340I,Xdrive,xdrive,https://www.carwale.com/bmw-cars/m340i/xdrive/,Rs. 1.02 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,369 bhp,500 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/m340i/xdrive/,2026-06-16 14:49:15
BMW,X1,Sdrive18I M Sport,sdrive18i-m-sport,https://www.carwale.com/bmw-cars/x1/sdrive18i-m-sport/,Rs. 50.90 Lakh,Petrol,Automatic,"1499 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC",,134 bhp,230 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x1/sdrive18i-m-sport/,2026-06-16 14:49:21
BMW,X1,Sdrive18D M Sport,sdrive18d-m-sport,https://www.carwale.com/bmw-cars/x1/sdrive18d-m-sport/,Rs. 52.90 Lakh,Diesel,Automatic,"1995 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,148 bhp,360 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x1/sdrive18d-m-sport/,2026-06-16 14:49:25
BMW,M5,Competition,competition,https://www.carwale.com/bmw-cars/m5/competition/,Rs. 2.05 Crore,Electric,Automatic,"4395 cc, 8 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",14.0 kmpl,717 bhp,1000 Nm,5,7,Sedan,carwale,https://www.carwale.com/bmw-cars/m5/competition/,2026-06-16 14:49:29
BMW,X7,Signature Edition,signature-edition,https://www.carwale.com/bmw-cars/x7/signature-edition/,Rs. 1.26 Crore,Electric,Automatic,,,375 bhp,520 Nm,6,8,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x7/signature-edition/,2026-06-16 14:49:35
BMW,X7,Xdrive40I M Sport,xdrive40i-m-sport,https://www.carwale.com/bmw-cars/x7/xdrive40i-m-sport/,Rs. 1.28 Crore,Electric,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",12.65 kmpl,375 bhp,520 Nm,6,8,SUV,carwale,https://www.carwale.com/bmw-cars/x7/xdrive40i-m-sport/,2026-06-16 14:49:37
BMW,X7,Xdrive40D Dpe 7 Seater,xdrive40d-dpe-7-seater,https://www.carwale.com/bmw-cars/x7/xdrive40d-dpe-7-seater/,Rs. 1.29 Crore,Electric,Automatic,,,335 bhp,700 Nm,7,8,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x7/xdrive40d-dpe-7-seater/,2026-06-16 14:49:42
BMW,X7,Xdrive40D M Sport,xdrive40d-m-sport,https://www.carwale.com/bmw-cars/x7/xdrive40d-m-sport/,Rs. 1.32 Crore,Electric,Automatic,,,335 bhp,700 Nm,6,8,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x7/xdrive40d-m-sport/,2026-06-16 14:49:46
BMW,X7,Xdrive40D M Sport Pro,xdrive40d-m-sport-pro,https://www.carwale.com/bmw-cars/x7/xdrive40d-m-sport-pro/,Rs. 1.33 Crore,Electric,Automatic,,,335 bhp,700 Nm,6,8,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x7/xdrive40d-m-sport-pro/,2026-06-16 14:49:49
BMW,X5,Xdrive40I Xline,xdrive40i-xline,https://www.carwale.com/bmw-cars/x5/xdrive40i-xline/,Rs. 1.09 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,375 bhp,520 Nm,5,6,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x5/xdrive40i-xline/,2026-06-16 14:49:55
BMW,X5,Xdrive30D Xline,xdrive30d-xline,https://www.carwale.com/bmw-cars/x5/xdrive30d-xline/,Rs. 1.09 Crore,Diesel,Automatic,"2993 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,282 bhp,650 Nm,5,6,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x5/xdrive30d-xline/,2026-06-16 14:49:59
BMW,X5,Xdrive40I M Sport Pro,xdrive40i-m-sport-pro,https://www.carwale.com/bmw-cars/x5/xdrive40i-m-sport-pro/,Rs. 1.09 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,375 bhp,520 Nm,5,6,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x5/xdrive40i-m-sport-pro/,2026-06-16 14:50:03
BMW,X5,Xdrive30D M Sport Pro,xdrive30d-m-sport-pro,https://www.carwale.com/bmw-cars/x5/xdrive30d-m-sport-pro/,Rs. 1.11 Crore,Diesel,Automatic,"2993 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,282 bhp,650 Nm,5,6,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x5/xdrive30d-m-sport-pro/,2026-06-16 14:50:06
BMW,X3,Xdrive20 Petrol 20L Turbo Automatic,xdrive20-petrol-20l-turbo-automatic,https://www.carwale.com/bmw-cars/x3/xdrive20-petrol-20l-turbo-automatic/,Rs. 72.50 Lakh,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,188 bhp,310 Nm,5,6,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x3/xdrive20-petrol-20l-turbo-automatic/,2026-06-16 14:50:12
BMW,X3,Xdrive20D Diesel 20L Turbo Automatic,xdrive20d-diesel-20l-turbo-automatic,https://www.carwale.com/bmw-cars/x3/xdrive20d-diesel-20l-turbo-automatic/,Rs. 75.00 Lakh,Diesel,Automatic,"1995 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,194 bhp,400 Nm,5,6,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x3/xdrive20d-diesel-20l-turbo-automatic/,2026-06-16 14:50:16
BMW,X3,Xdrive 30 M Sport Pro Petrol 20L Turbo Automatic,xdrive-30-m-sport-pro-petrol-20l-turbo-automatic,https://www.carwale.com/bmw-cars/x3/xdrive-30-m-sport-pro-petrol-20l-turbo-automatic/,Rs. 75.00 Lakh,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,255 bhp,400 Nm,5,6,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x3/xdrive-30-m-sport-pro-petrol-20l-turbo-automatic/,2026-06-16 14:50:19
BMW,Z4,M 40I,m-40i,https://www.carwale.com/bmw-cars/z4/m-40i/,Rs. 1.09 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,335 bhp,500 Nm,2,4,Convertible,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/z4/m-40i/,2026-06-16 14:50:25
BMW,Z4,M 40I Pure Impulse Mt,m-40i-pure-impulse-mt,https://www.carwale.com/bmw-cars/z4/m-40i-pure-impulse-mt/,Rs. 1.09 Crore,Petrol,Manual,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,335 bhp,500 Nm,2,4,Convertible,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/z4/m-40i-pure-impulse-mt/,2026-06-16 14:50:29
BMW,7 Series,740D M Sport,740d-m-sport,https://www.carwale.com/bmw-cars/7-series/740d-m-sport/,Rs. 1.85 Crore,Diesel,Automatic,"2993 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,282 bhp,650 Nm,5,7,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/7-series/740d-m-sport/,2026-06-16 14:50:34
BMW,7 Series,740I M Sport,740i-m-sport,https://www.carwale.com/bmw-cars/7-series/740i-m-sport/,Rs. 1.85 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",18.0 kmpl,375 bhp,520 Nm,5,7,Sedan,carwale+cardekho,https://www.carwale.com/bmw-cars/7-series/740i-m-sport/,2026-06-16 14:50:38
BMW,M440I,Xdrive Convertible Petrol Turbo Automatic,xdrive-convertible-petrol-turbo-automatic,https://www.carwale.com/bmw-cars/m440i/xdrive-convertible-petrol-turbo-automatic/,Rs. 1.09 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,369 bhp,500 Nm,4,6,Convertible,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/m440i/xdrive-convertible-petrol-turbo-automatic/,2026-06-16 14:50:43
BMW,Ix1 Lwb,Edrive20L M Sport,edrive20l-m-sport,https://www.carwale.com/bmw-cars/ix1-lwb/edrive20l-m-sport/,Rs. 51.40 Lakh,Electric,Automatic,,,,250 Nm,5,8,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/ix1-lwb/edrive20l-m-sport/,2026-06-16 14:50:49
BMW,M2,30 Petrol Petrol Turbo Automatic,30-petrol-petrol-turbo-automatic,https://www.carwale.com/bmw-cars/m2/30-petrol-petrol-turbo-automatic/,Rs. 1.02 Crore,Petrol,Automatic,"2993 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,453 bhp,550 Nm,4,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/m2/30-petrol-petrol-turbo-automatic/,2026-06-16 14:50:54
BMW,M2,30 Petrol Petrol Turbo Manual,30-petrol-petrol-turbo-manual,https://www.carwale.com/bmw-cars/m2/30-petrol-petrol-turbo-manual/,Rs. 1.02 Crore,Petrol,Manual,"2993 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,453 bhp,550 Nm,4,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/m2/30-petrol-petrol-turbo-manual/,2026-06-16 14:50:58
BMW,M2,Cs Petrol Turbo Automatic,cs-petrol-turbo-automatic,https://www.carwale.com/bmw-cars/m2/cs-petrol-turbo-automatic/,Rs. 1.66 Crore,Petrol,Automatic,"2993 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,523 bhp,650 Nm,4,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/m2/cs-petrol-turbo-automatic/,2026-06-16 14:51:01
BMW,5 Series,530Li Petrol 20L Turbo Automatic,530li-petrol-20l-turbo-automatic,https://www.carwale.com/bmw-cars/5-series/530li-petrol-20l-turbo-automatic/,Rs. 1.00 Crore,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder",,255 bhp,400 Nm,5,9,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/5-series/530li-petrol-20l-turbo-automatic/,2026-06-16 14:51:07
BMW,5 Series,530Li Petrol 20L Turbo Automatic Aluminium Satinated,530li-petrol-20l-turbo-automatic-aluminium-satinated,https://www.carwale.com/bmw-cars/5-series/530li-petrol-20l-turbo-automatic-aluminium-satinated/,Rs. 1.00 Crore,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder",,255 bhp,400 Nm,5,9,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/5-series/530li-petrol-20l-turbo-automatic-aluminium-satinated/,2026-06-16 14:51:11
BMW,Ix1,Xdrive30 M Sport,xdrive30-m-sport,https://www.carwale.com/bmw-cars/ix1/xdrive30-m-sport/,Rs. 1.21 Crore,Electric,Automatic,,,204bhp,494 Nm,5,8,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/ix1/xdrive30-m-sport/,2026-06-16 14:51:17
BMW,Xm,Plug In Hybrid,plug-in-hybrid,https://www.carwale.com/bmw-cars/xm/plug-in-hybrid/,Rs. 2.55 Crore,Electric,Automatic,"4395 cc, 8 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",24.5 kmpl,644 bhp,800 Nm,5,6,SUV,carwale,https://www.carwale.com/bmw-cars/xm/plug-in-hybrid/,2026-06-16 14:51:21
BMW,M8,Coupe,coupe,https://www.carwale.com/bmw-cars/m8/coupe/,Rs. 2.38 Crore,Petrol,Automatic,"4395 cc, 8 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",9.0 kmpl,617 bhp,750 Nm,4,6,Coupe,carwale,https://www.carwale.com/bmw-cars/m8/coupe/,2026-06-16 14:51:24
BMW,I7,Edrive50 M Sport,edrive50-m-sport,https://www.carwale.com/bmw-cars/i7/edrive50-m-sport/,Rs. 2.05 Crore,Electric,Automatic,,,650.39bhp,650 Nm,5,7,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/i7/edrive50-m-sport/,2026-06-16 14:51:29
BMW,I7,Xdrive60 M Sport,xdrive60-m-sport,https://www.carwale.com/bmw-cars/i7/xdrive60-m-sport/,Rs. 2.13 Crore,Electric,Automatic,,,650.39bhp,745 Nm,5,7,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/i7/xdrive60-m-sport/,2026-06-16 14:51:33
BMW,I7,M70 Xdrive,m70-xdrive,https://www.carwale.com/bmw-cars/i7/m70-xdrive/,Rs. 2.58 Crore,Electric,Automatic,,,650.39bhp,1015 Nm,5,7,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/i7/m70-xdrive/,2026-06-16 14:51:37
BMW,I4,Edrive35 M Sport,edrive35-m-sport,https://www.carwale.com/bmw-cars/i4/edrive35-m-sport/,Rs. 1.20 Crore,Electric,Automatic,,,335.25bhp,430 Nm,5,6,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/i4/edrive35-m-sport/,2026-06-16 14:51:42
BMW,I4,Edrive40 M Sport,edrive40-m-sport,https://www.carwale.com/bmw-cars/i4/edrive40-m-sport/,Rs. 1.20 Crore,Electric,Automatic,,,335.25bhp,430 Nm,5,6,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/i4/edrive40-m-sport/,2026-06-16 14:51:46
BMW,X4,Xdrive,xdrive,https://www.carwale.com/bmw-cars/x4/xdrive/,Rs. 1.08 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,355 bhp,500 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x4/xdrive/,2026-06-16 14:51:51
BMW,Ix,Xdrive 40,xdrive-40,https://www.carwale.com/bmw-cars/ix/xdrive-40/,Rs. 1.21 Crore,Electric,Automatic,,,516.29bhp,630 Nm,5,8,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/ix/xdrive-40/,2026-06-16 14:51:57
BMW,Ix,Xdrive 50,xdrive-50,https://www.carwale.com/bmw-cars/ix/xdrive-50/,Rs. 1.40 Crore,Electric,Automatic,,,516.29bhp,765 Nm,5,8,SUV,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/ix/xdrive-50/,2026-06-16 14:52:00
BMW,I5,M60 Xdrive,m60-xdrive,https://www.carwale.com/bmw-cars/i5/m60-xdrive/,Rs. 1.20 Crore,Electric,Automatic,,,601 bhp,795 Nm,4,6,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/i5/m60-xdrive/,2026-06-16 14:52:06
BMW,3 Series Gran Limousine,330Li M Sport 2023,330li-m-sport-2023,https://www.carwale.com/bmw-cars/3-series-gran-limousine/330li-m-sport-2023/,Rs. 58.90 Lakh,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",14.0 kmpl,255 bhp,400 Nm,5,6,Sedan,carwale,https://www.carwale.com/bmw-cars/3-series-gran-limousine/330li-m-sport-2023/,2026-06-16 14:52:11
BMW,3 Series Gran Limousine,320Ld M Sport 2023,320ld-m-sport-2023,https://www.carwale.com/bmw-cars/3-series-gran-limousine/320ld-m-sport-2023/,Rs. 60.50 Lakh,Diesel,Automatic,"1995 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",15.5 kmpl,188 bhp,400 Nm,5,6,Coupe,carwale+cardekho,https://www.carwale.com/bmw-cars/3-series-gran-limousine/320ld-m-sport-2023/,2026-06-16 14:52:15
BMW,3 Series Gran Limousine,330Li M Sport,330li-m-sport,https://www.carwale.com/bmw-cars/3-series-gran-limousine/330li-m-sport/,Rs. 60.60 Lakh,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",15.0 kmpl,255 bhp,400 Nm,5,6,Sedan,carwale,https://www.carwale.com/bmw-cars/3-series-gran-limousine/330li-m-sport/,2026-06-16 14:52:17
BMW,3 Series Gran Limousine,320Ld M Sport,320ld-m-sport,https://www.carwale.com/bmw-cars/3-series-gran-limousine/320ld-m-sport/,Rs. 62.00 Lakh,Diesel,Automatic,"1995 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,188 bhp,400 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/3-series-gran-limousine/320ld-m-sport/,2026-06-16 14:52:21
BMW,3 Series Gran Limousine,330Li M Sport Pro Edition,330li-m-sport-pro-edition,https://www.carwale.com/bmw-cars/3-series-gran-limousine/330li-m-sport-pro-edition/,Rs. 63.60 Lakh,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,255 bhp,400 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/3-series-gran-limousine/330li-m-sport-pro-edition/,2026-06-16 14:52:25
BMW,3 Series Gran Limousine,320Ld M Sport Pro Edition,320ld-m-sport-pro-edition,https://www.carwale.com/bmw-cars/3-series-gran-limousine/320ld-m-sport-pro-edition/,Rs. 65.00 Lakh,Diesel,Automatic,"1995 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,188 bhp,400 Nm,5,6,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/3-series-gran-limousine/320ld-m-sport-pro-edition/,2026-06-16 14:52:29
BMW,1 Series,116I Hatchback,116i-hatchback,https://www.carwale.com/bmw-cars/1-series/116i-hatchback/,Rs. 22.80 Lakh,Petrol,Automatic,"1598 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",8.0 kmpl,136 bhp,220 Nm,5,6,Hatchback,carwale,https://www.carwale.com/bmw-cars/1-series/116i-hatchback/,2026-06-16 14:52:32
BMW,1 Series,118D Hatchback,118d-hatchback,https://www.carwale.com/bmw-cars/1-series/118d-hatchback/,Rs. 26.07 Lakh,Diesel,Automatic,"1995 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,143 bhp,320 Nm,5,,Hatchback,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/1-series/118d-hatchback/,2026-06-16 14:52:36
BMW,1 Series,118D Sport Line 2013 2017,118d-sport-line-2013-2017,https://www.carwale.com/bmw-cars/1-series/118d-sport-line-2013-2017/,Rs. 30.30 Lakh,Diesel,Automatic,"1995 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",15.0 kmpl,143 bhp,320 Nm,5,,Hatchback,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/1-series/118d-sport-line-2013-2017/,2026-06-16 14:52:39
BMW,1 Series,118D Sport Plus,118d-sport-plus,https://www.carwale.com/bmw-cars/1-series/118d-sport-plus/,Rs. 32.68 Lakh,Diesel,Automatic,"1995 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,143 bhp,320 Nm,5,,Hatchback,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/1-series/118d-sport-plus/,2026-06-16 14:52:43
BMW,1 Series,118I Hatchback,118i-hatchback,https://www.carwale.com/bmw-cars/1-series/118i-hatchback/,Rs. 37.02 Lakh,Petrol,Automatic,1995 cc,,148bhp,320Nm,5,,Hatchback,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/1-series/118i-hatchback/,2026-06-16 14:52:47
BMW,6 Series Gran Coupe,640D Gran Coupe,640d-gran-coupe,https://www.carwale.com/bmw-cars/6-series-gran-coupe/640d-gran-coupe/,Rs. 1.16 Crore,Diesel,Automatic,"2993 cc, 6 Cylinders Inline, 4 Valves/Cylinder",,313 bhp,630 Nm,5,8,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/6-series-gran-coupe/640d-gran-coupe/,2026-06-16 14:52:52
BMW,6 Series Gran Coupe,640D Eminence,640d-eminence,https://www.carwale.com/bmw-cars/6-series-gran-coupe/640d-eminence/,Rs. 1.20 Crore,Diesel,Automatic,"2993 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,313 bhp,630 Nm,5,8,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/6-series-gran-coupe/640d-eminence/,2026-06-16 14:52:56
BMW,6 Series Gran Coupe,640D Design Pure Experience,640d-design-pure-experience,https://www.carwale.com/bmw-cars/6-series-gran-coupe/640d-design-pure-experience/,Rs. 1.30 Crore,Diesel,Automatic,"2993 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,313 bhp,630 Nm,5,8,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/6-series-gran-coupe/640d-design-pure-experience/,2026-06-16 14:52:59
BMW,M3,Sedan,sedan,https://www.carwale.com/bmw-cars/m3/sedan/,Rs. 1.30 Crore,Petrol,Automatic,"2979 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,444 bhp,550 Nm,5,,Sedan,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/m3/sedan/,2026-06-16 14:53:05
BMW,Z3,Roadster,roadster,https://www.carwale.com/bmw-cars/z3/roadster/,Rs. 70.00 Lakh,Petrol,Automatic,2979 cc,,306bhp,400Nm,2,,Convertible,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/z3/roadster/,2026-06-16 14:53:10
BMW,X6,Xdrive40I Xline 2020 2023,xdrive40i-xline-2020-2023,https://www.carwale.com/bmw-cars/x6/xdrive40i-xline-2020-2023/,Rs. 1.04 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,335 bhp,450 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x6/xdrive40i-xline-2020-2023/,2026-06-16 14:53:16
BMW,X6,Xdrive40I M Sport 2020 2023,xdrive40i-m-sport-2020-2023,https://www.carwale.com/bmw-cars/x6/xdrive40i-m-sport-2020-2023/,Rs. 1.04 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,335 bhp,450 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x6/xdrive40i-m-sport-2020-2023/,2026-06-16 14:53:19
BMW,X6,Xdrive40I Xline,xdrive40i-xline,https://www.carwale.com/bmw-cars/x6/xdrive40i-xline/,Rs. 1.05 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,335 bhp,450 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x6/xdrive40i-xline/,2026-06-16 14:53:23
BMW,X6,Xdrive40I M Sport,xdrive40i-m-sport,https://www.carwale.com/bmw-cars/x6/xdrive40i-m-sport/,Rs. 1.05 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,335 bhp,450 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x6/xdrive40i-m-sport/,2026-06-16 14:53:27
BMW,X6,50 Jahre M Edition 2020 2023,50-jahre-m-edition-2020-2023,https://www.carwale.com/bmw-cars/x6/50-jahre-m-edition-2020-2023/,Rs. 1.11 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,335 bhp,450 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x6/50-jahre-m-edition-2020-2023/,2026-06-16 14:53:30
BMW,X6,50 Jahre M Edition,50-jahre-m-edition,https://www.carwale.com/bmw-cars/x6/50-jahre-m-edition/,Rs. 1.11 Crore,Petrol,Automatic,"2998 cc, 6 Cylinders Inline, 4 Valves/Cylinder, DOHC",,335 bhp,450 Nm,5,6,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/x6/50-jahre-m-edition/,2026-06-16 14:53:34
BMW,M6,Gran Coupe 2014 2015,gran-coupe-2014-2015,https://www.carwale.com/bmw-cars/m6/gran-coupe-2014-2015/,Rs. 1.76 Crore,Petrol,Automatic,"4395 cc, 8 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,560 bhp,680 Nm,4,8,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/m6/gran-coupe-2014-2015/,2026-06-16 14:53:40
BMW,M6,Gran Coupe,gran-coupe,https://www.carwale.com/bmw-cars/m6/gran-coupe/,Rs. 1.85 Crore,Petrol,Automatic,"4395 cc, 8 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,560 bhp,680 Nm,4,8,Coupe,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/m6/gran-coupe/,2026-06-16 14:53:43
BMW,6 Series Gt,620D Luxury Line,620d-luxury-line,https://www.carwale.com/bmw-cars/6-series-gt/620d-luxury-line/,Rs. 71.49 Lakh,Diesel,Automatic,"1995 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,188 bhp,400 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/6-series-gt/620d-luxury-line/,2026-06-16 14:53:49
BMW,6 Series Gt,630I M Sport 2021 2023,630i-m-sport-2021-2023,https://www.carwale.com/bmw-cars/6-series-gt/630i-m-sport-2021-2023/,Rs. 71.86 Lakh,Petrol,Automatic,"1998 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",13.0 kmpl,255 bhp,400 Nm,5,6,,carwale+cardekho(partial),https://www.carwale.com/bmw-cars/6-series-gt/630i-m-sport-2021-2023/,2026-06-16 14:53:53
